sector,job_count,avg_salary
Process Trainer,5,475000.0
Process Training,21,275000.0
Process Transition,1,0.0
Process Validation,3,325000.0
Process analysis,1,0.0
Process audit,4,0.0
Process automation,37,0.0
Process design,32,0.0
Process engineer,2,675000.0
Process engineering,1,0.0
Process excellence,1,0.0
Process improvement,3,0.0
Process management,1,0.0
Process optimization,7,0.0
Process orientation,2,0.0
Process planning,1,0.0
Proctoring,1,0.0
Procure To Pay,2,1025000.0
Procurememt,1,0.0
Procurement,510,0.0
Procurement And Contract Management,1,0.0
Procurement Contracts,2,0.0
Procurement Management,6,32500.0
Procurement Manager,2,237500.0
Procurement Monitoring,1,750000.0
Procurement Operations,2,0.0
Procurement Planning,4,400000.0
Procurement Practice Representative,1,525000.0
Procurement Purchase Purchase Management Purchase Vendor Development Cost Reduction Material Management Price Negotiation,1,1050000.0
Procurement management,1,0.0
Procurement manager,1,0.0
Procurement to Pay,1,1300000.0
Product,1,775000.0
Product & Market Research,1,650000.0
Product AI,1,2050000.0
Product Analysis,1,0.0
Product Analyst,6,0.0
Product Analytics,2,425000.0
Product Architect,1,0.0
Product Audit,1,575000.0
Product Awareness,1,0.0
Product Commercialization,1,1250000.0
Product Compliance,1,850000.0
Product Costing,18,280000.0
Product Demo,5,0.0
Product Demonstration,5,337500.0
Product Design,14,0.0
Product Design Development,1,700000.0
Product Designe,1,1750000.0
Product Development,27,300000.0
Product Engineering,3,0.0
Product Head,1,0.0
Product Hiring,1,0.0
Product Implementation,3,600000.0
Product Information Management,1,2750000.0
Product Initiation,1,0.0
Product Knowledge,1,375000.0
Product Life Cycle Management,2,480000.0
Product Listing,4,315000.0
Product Making,1,0.0
Product Management,48,0.0
Product Management Team,1,0.0
Product Management.,1,0.0
Product Manager,5,0.0
Product Manager-CREDIT CARD-Marketing HO,1,0.0
Product Marketing,9,700000.0
Product Monographs,1,1250000.0
Product Operations,2,250000.0
Product Owner,5,0.0
Product Presentation,5,450000.0
Product Pricing,1,0.0
Product Promotion,10,0.0
Product Quality,3,0.0
Product Registration,1,550000.0
Product Roadmap,3,0.0
Product Safety,1,0.0
Product Sales,2,287500.0
Product Specialist,1,0.0
Product Stewardship Support related to MOC,1,800000.0
Product Strategy,10,400000.0
Product Strategy & Oversight,1,450000.0
Product Support,5,0.0
Product Testing,6,0.0
Product Training,1,700000.0
Product development & assortment planning,1,250000.0
Product engineering,13,0.0
Product launch,11,0.0
Product listing,1,375000.0
Product management,353,0.0
Product marketing,1,850000.0
Product presentation& demonstration,1,0.0
Product pricing,1,0.0
Product promotion,1,0.0
Product quality,73,0.0
Product service,1,0.0
Product training,4,0.0
Production,74,21250.0
Production  or Application Support  Mangaer,1,1600000.0
Production And Maintenance,1,350000.0
Production Assembly,2,27500.0
Production Assistant,1,0.0
Production Engineer,1,337500.0
Production Engineering,15,375000.0
Production Executive,1,0.0
Production Handling,2,162500.0
Production Lead,1,0.0
Production Management,22,143750.0
Production Manufacturing,2,875000.0
Production Merchandiser,1,0.0
Production Operation,1,0.0
Production Operations,19,650000.0
Production Planning,22,425000.0
Production Planning & Control,1,0.0
Production Planning & Execution,1,540000.0
Production Planning & Inventory Control,1,0.0
Production Planning & Scheduling.,1,400000.0
Production Planning Control,25,325000.0
Production Planning Manager,1,950000.0
Production Planning and control,1,750000.0
Production Supervising,10,287500.0
Production Supervisior,1,262500.0
Production Supervisor,2,0.0
Production Support,1,1450000.0
Production Target,1,650000.0
Production and Chemical,1,350000.0
Production development,3,0.0
Production engineering,1,0.0
Production management,6,0.0
Production merchandiser leather bag and belts can handle independent accounts Erp or sap Buyers communications correspondence good knowledge of excel power point photoshop and illestrator,1,650000.0
Production planning,1,0.0
Production support,6,0.0
Productivity Analysis,1,0.0
Productivity Enhancement,1,1050000.0
Profeshnalism,1,0.0
Professional Degree,1,900000.0
Professional Skills,3,325000.0
Professional billing,1,510000.0
Professor,13,0.0
Professor Activities,11,437500.0
Proficiency in HVAC design principles,1,500000.0
Proficiency in Inventory Management,1,0.0
Proficiency in MS Office,1,0.0
Proficiency in SAP,1,0.0
Proficiency in design tools such as Figma,1,60000.0
Proficiency in handling emergency cases.,1,0.0
Proficiency on Canva,1,212500.0
Proficient in computer operations,1,275000.0
Proficient in typing and preparing documents in both Kannada and English for official and internal communications.  Capable of basic graphic designing to support presentations,1,300000.0
Profit And Loss,1,3250000.0
Profit Centre Operations,1,0.0
Profit Loss Management,1,0.0
Profitability,2,2150000.0
Profitability report,2,0.0
Proforma Invoice,2,225000.0
Program,2,287500.0
Program And Project Management,1,0.0
Program Associate,1,0.0
Program Coordination,3,150000.0
Program Coordinator,1,0.0
Program Delivery,1,0.0
Program Design,1,900000.0
Program Management,38,0.0
Program Manager,2,0.0
Program management,4,0.0
Programmer Analyst,1,0.0
Programming,3,0.0
Programming faculty,2,240000.0
Progress 4GL,3,0.0
Progressive,1,0.0
Progressive Tool,1,600000.0
Project,11,325000.0
Project Accounting,1,0.0
Project Administration,1,262500.0
Project Administrator,1,0.0
Project Analyst,1,0.0
Project Architecture,1,0.0
Project Assistant,2,0.0
Project Associate,1,0.0
Project Control,1,0.0
Project Coordination,13,300000.0
Project Coordinator,7,0.0
Project Cost Control,1,0.0
Project Delivery Lead,1,0.0
Project Delivery Management,1,0.0
Project Design,1,0.0
Project Documentation,5,150000.0
Project Engineer,1,1300000.0
Project Engineering,19,450000.0
Project Estimation,4,475000.0
Project Execution,40,110000.0
Project Executive,2,0.0
Project Finance,6,325000.0
Project Financial Controls,1,0.0
Project Funding,1,0.0
Project Handling,7,0.0
Project Implementation,1,700000.0
Project Life Cycle,1,0.0
Project Management,125,0.0
Project Management Agile methodology,1,600000.0
Project Management Office,1,4250000.0
Project Management certification,1,0.0
Project Manager,13,0.0
Project Manager It Infrastructure,1,0.0
Project Managers,1,0.0
Project Monitoring,9,360000.0
Project Planning,5,550000.0
Project Planning Control,3,400000.0
Project Planning and Design,1,350000.0
Project Portfolio Management,8,0.0
Project Procurement,3,2150000.0
Project Sales,45,500000.0
Project Scheduling,3,500000.0
Project Scheduling And Tracking,1,750000.0
Project Staff,1,0.0
Project Structuring & Cost Planning,1,0.0
Project System,1,0.0
Project Tracking,2,475000.0
Project analysis,1,0.0
Project coordination,4,0.0
Project development,20,0.0
Project documentation,1,0.0
Project finance,1,0.0
Project implementation,2,0.0
Project management,20,0.0
Project manager,4,375000.0
Project operations,1,0.0
Project planning,1,0.0
Project reports,2,0.0
Project sales,2,0.0
Project tracking,3,0.0
Project/delivery management,1,387500.0
Projector,1,0.0
Projectors,1,0.0
Projects,1,0.0
Prometheus,2,1375000.0
Promoter Activities,4,150000.0
Promoter accounts,1,1350000.0
Promotion Planning,1,450000.0
Promotion Strategy Analyst,1,1100000.0
Promotional Campaigns,4,181250.0
Promotional campaigns,7,0.0
Promotions,1,0.0
Prompt Engineering,2,0.0
Proof Reading,5,0.0
Property Acquisition,3,0.0
Property And Casualty,2,650000.0
Property And Casualty Insurance,13,0.0
Property Law,1,0.0
Property Loan,2,306250.0
Property Management,4,469000.0
Property Sales,26,381250.0
Property Valuation,1,0.0
Proposal & Design,3,650000.0
Proposal Development,3,700000.0
Proposal Engineering,2,580000.0
Proposal Management,1,2250000.0
Proposal Preparation,6,462500.0
Proposal Review,1,0.0
Proposal Writing,3,0.0
Proposal writing,13,0.0
Proposals,3,1300000.0
Propulsion Systems,1,0.0
Prospecting,1,420000.0
Prosthodontics,1,0.0
Prosthodontist,1,1500000.0
Protein Expert,1,0.0
Protein analytics,1,525000.0
Protocol Testing,1,2250000.0
Protocols,3,387500.0
Prototype,16,0.0
Prototype Development,1,325000.0
Prototype Tools,1,0.0
Proven B2B Sales & Business Development Experience  Strong Background in Building Materials & Doors s  Excellent Communication,1,1350000.0
Proven experience as a Sales Manager or similar role,1,375000.0
Proven experience in NonFood Categories like Home care,1,800000.0
Proven experience in drone piloting,1,0.0
Proven experience in end-to-end tendering from opportunity identification to submission,1,775000.0
Proven leadership and team-handling skills.  Strong communication,1,550000.0
Provident Fund,2,0.0
Provider Enrollment & Re-Credentialing,1,362500.0
Provider Network,3,437500.0
Provision,1,325000.0
Proxy,1,0.0
Psd To Html,1,350000.0
Psu Sales,1,900000.0
Psychiatry,2,2825000.0
Psychology,11,186000.0
Psychology Teacher,1,1300000.0
Ptc Creo,3,360000.0
Pte,1,180000.0
Public Cloud Security Expert,1,0.0
Public Policy,1,0.0
Public Relations,18,0.0
Public Relationship,1,1050000.0
Public Sector,2,1485000.0
Public Speaking,3,400000.0
Public administration,1,0.0
Public relations,13,0.0
Publication Writing,1,1400000.0
Publishing,14,0.0
Pubsub,3,65000.0
Pulmonologist,1,5500000.0
Pulmonology,4,0.0
Pump,1,0.0
Pump Sales,2,368750.0
Pumps,9,0.0
Punching,2,475000.0
Punctual,3,150000.0
Punctuation,1,150000.0
Punjabi,1,287500.0
Purchase,46,237500.0
Purchase Bills Accounting Experience,1,0.0
Purchase Book,1,212500.0
Purchase Engineer,1,775000.0
Purchase Executive,4,0.0
Purchase Management,29,0.0
Purchase Manager,2,237500.0
Purchase Operations,16,206250.0
Purchase Order,12,0.0
Purchase Planning,14,300000.0
Purchase SCM,1,4250000.0
Purchase Vendor Development,4,425000.0
Purchase management,3,0.0
Purchase manager,1,700000.0
Purchase order,1,287500.0
Purchase requisition,2,1200000.0
Purchasing and AGIS modules.,1,0.0
Purified Water,1,0.0
Purview,2,0.0
Pvsyst,2,675000.0
Pwd,1,0.0
Pwm,1,0.0
PyJWT,1,0.0
PySpark,9,175000.0
PyTorch,5,0.0
Pyspark,118,0.0
Pytest,4,1000000.0
Python,143,0.0
Python & Libraries- NumPy+ Pandas etc,1,2175000.0
Python Automation Tester,2,275000.0
Python Automation Testing,1,0.0
Python Developer,4,0.0
Python Development,13,950000.0
Python Framework,4,537500.0
Python Testing,9,0.0
Python and backend frameworks,1,1800000.0
Python basics,1,0.0
Python server-side,1,1025000.0
Python with Pandas,1,100000.0
Python/Java programming,1,2250000.0
Pytorch,15,3250000.0
Q-Commerce,1,550000.0
Q/kdb,1,1500000.0
QA,71,0.0
QA Analysis,1,0.0
QA Analyst,1,0.0
QA Audit,1,0.0
QA Automation,6,0.0
QA Lead,1,0.0
QA Tester API,1,550000.0
QA Testing,7,0.0
QA Tools,1,0.0
QA automation,1,0.0
QA experience in the automotive sector,1,425000.0
QA/CX/operations,1,0.0
QA/QC Procedures,1,1200000.0
QA/QC Vendor Mgt Plan/Forecast Compliance civil,1,0.0
QAC,1,0.0
QAP,3,0.0
QAPs,1,0.0
QAQC Engineer,1,0.0
QC,27,300000.0
QC CEMIST,1,250000.0
QC Chemist,1,0.0
QC Engineer,1,1100000.0
QC Inspection,12,325000.0
QC MANAGER,1,1250000.0
QC Manager,1,0.0
QC Microbiology,1,300000.0
QC OFFICER CUM MICROBIOLOGIST -FMCG /FOOD /BAKERY /CAKES & CONFECTIONERIS,1,350000.0
QC Supervisor,1,250000.0
QC Tools,4,605000.0
QC biologics,1,325000.0
QC chemist,1,300000.0
QM Integration,1,2375000.0
QML,1,0.0
QMS,20,425000.0
QMS Documentations,1,0.0
QMS Implementation,1,1150000.0
QMS audits,1,0.0
QMS documentation,1,0.0
QRA,3,550000.0
QS,3,650000.0
QSR,23,250000.0
QUALITY,2,168750.0
QUALITY ASSURANCE AND CONTROL,1,550000.0
QUALITY SYSTEM,1,1350000.0
Qa Automation Testing,1,675000.0
Qa Manual Testing,1,1100000.0
Qa/Qc,27,75000.0
Qc Analysis,2,0.0
Qc Lab,1,212500.0
Qlik,1,2375000.0
Qlik NPrinting,1,625000.0
Qlik Sense Development,3,0.0
Qlik Sense architecture,1,0.0
Qlik admin,1,0.0
QlikView,5,0.0
Qlikscripting,1,0.0
Qliksense,1,0.0
Qml,3,0.0
Qt Framework,1,0.0
QuEChERS,1,550000.0
Quadient,2,0.0
Qualified CA,1,0.0
Qualified Company Secretary,1,0.0
Qualitative research,4,0.0
Quality,25,250000.0
Quality & Rejection Control,1,250000.0
Quality Analysis,13,0.0
Quality Analyst,5,300000.0
Quality Assurance,30,0.0
Quality Assurance Analyst,1,475000.0
Quality Assurance Quality Control,1,900000.0
Quality Audit,43,337500.0
Quality Auditing,1,0.0
Quality Auditing & Reporting,1,275000.0
Quality Check,7,0.0
Quality Control,27,300000.0
Quality Control & Assurance,1,300000.0
Quality Control & Compliance,1,0.0
Quality Control Documentation,1,0.0
Quality Control Management,3,500000.0
Quality Engineer,4,131250.0
Quality Engineer (Hammer / Drop Forgings),1,0.0
Quality Engineering,9,0.0
Quality Gates,1,0.0
Quality Improvement,1,2000000.0
Quality Inspection,18,243750.0
Quality Lead,2,0.0
Quality Management,11,475000.0
Quality Management Skills,1,437500.0
Quality Management System,1,0.0
Quality Management Systems,1,0.0
Quality Manager,1,300000.0
Quality Manager for the Paint Shop is responsible for developing,1,115000.0
Quality Metallurgy,1,0.0
Quality Monitoring,7,0.0
Quality Supervisor,1,225000.0
Quality System Management,5,0.0
Quality Systems,3,525000.0
Quality adherence,1,0.0
Quality analyst,1,0.0
Quality check,1,0.0
Quality control,1,750000.0
Quality control tools,1,0.0
Quality engineer (Civil),1,0.0
Quality engineering,6,0.0
Quality improvement,6,0.0
Quality management,2,0.0
Quality monitoring,1,0.0
Quality standards,39,0.0
Quality systems,1,0.0
Quant Model Development,1,0.0
Quantitative Analysis,1,0.0
Quantitative Analytics,2,0.0
Quantitative research,1,0.0
Quantity Estimation,3,262500.0
Quantity Surveying,3,325000.0
Quantity Surveyor,2,0.0
Quantity surveying,1,0.0
Quantity surveyors,1,0.0
Quantum Computing,1,400000.0
Quarkus,1,900000.0
Query Optimization,7,600000.0
Query Performance Tuning,1,0.0
Query Resolution,1,300000.0
Query Resolution -Suppliers & Internal,1,412500.0
Query Resolutions,1,0.0
Query resolution,1,0.0
Quick Books,10,125000.0
Quick Commerce,5,0.0
Quick Commerce Marketing,1,0.0
Quicksight,1,1200000.0
Quota-carrying enterprise sales & new logo acquisition  GTM strategy & pipeline development  C-suite engagement & relationship management  CRM,1,0.0
Quotation,2,312500.0
Quote Preparation,1,600000.0
Quote To Cash,3,500000.0
R And D,1,1400000.0
R Script,1,0.0
R Shiny,1,3250000.0
R&D,6,175000.0
R&D Collaboration,1,0.0
R&D Manager,1,75000.0
R&D hiring,1,437500.0
R12,9,0.0
R2R,17,550000.0
R2R Controllership,1,0.0
R2R Process,3,375000.0
RAC,5,0.0
RAG architecture,1,0.0
RAP,3,0.0
RAR,1,0.0
RBAC,1,0.0
RBI Compliance,2,750000.0
RBI Risk-Based Cybersecurity Framework,1,1500000.0
RBI returns/reporting,1,1600000.0
RBI/NABARD compliance knowledge,1,587500.0
RBS,1,0.0
RC Process,1,0.0
RCA,26,0.0
RCA for equipment breakdown,1,0.0
RCC,4,350000.0
RCM,5,287500.0
RCM Recruiter,1,0.0
RCM Trainer,1,0.0
RDBMS,9,0.0
RDBMS/ NoSQL,1,0.0
RDC,1,400000.0
RECORDS,1,0.0
RECRUITER,1,175000.0
RED,3,0.0
REGULATORY FRAMEWORK,1,0.0
REPO/TREPS/G-Sec/SDL,1,600000.0
RERA,2,350000.0
RERA Compliance,1,2000000.0
REST,1,550000.0
REST API,3,1800000.0
REST ASSURED,1,0.0
RESTAPI,1,0.0
RESTful API,4,1312500.0
RESTful API Design,1,0.0
RESTful API design and debugging,1,0.0
REVIT,8,68750.0
REVIT Architecture,2,1375000.0
REVIT MEP,9,0.0
REVIT Structure,4,162500.0
REVIT structure,1,0.0
RF,2,1125000.0
RF Survey,1,250000.0
RF Testing,1,2625000.0
RFI,2,1575000.0
RFIs,1,0.0
RFP management,1,0.0
RFPS,3,0.0
RFPs,1,0.0
RFQS,3,525000.0
RFQs,1,1125000.0
RM Supervisor,1,200000.0
RM inspection,1,262500.0
RMD,1,0.0
RMG,2,0.0
RMS Executive,1,300000.0
RO Plant,1,275000.0
RO Service,1,0.0
ROC Compliance,2,1075000.0
ROC Filing,1,0.0
ROC/MCA filings,1,350000.0
ROI,1,0.0
ROR,2,937500.0
ROR Developer,1,0.0
ROS,1,0.0
RPA,9,0.0
RPA Automation,1,0.0
RPA Developer,1,0.0
RPA Testing,1,0.0
RPA support management,1,0.0
RPG,1,0.0
RPG Programming,1,0.0
RPO,4,187500.0
RPO Recruiter,1,0.0
RSA,1,0.0
RSA Archer,1,0.0
RTA,1,0.0
RTE,1,1775000.0
RTFI,1,0.0
RTL,1,5250000.0
RTL Coding,1,0.0
RTM,1,900000.0
RTOS,61,0.0
RTR,19,475000.0
RTR Jobs Bangalore,1,600000.0
RTR Night Shift Jobs,1,2350000.0
RTR SAP Jobs,1,1300000.0
RTU,1,0.0
RW Miller flow consultant,1,0.0
Ra Bills,3,575000.0
RabbitMQ,1,0.0
Rabbitmq,6,0.0
Rack,2,0.0
Racking,1,0.0
Radar Signal Processing,3,2250000.0
Radio Diagnosis,6,5500000.0
Radiography,5,0.0
Radiologist,2,150000.0
Radiology,22,131250.0
Radiology Auditor,1,625000.0
Radiology Coding,1,750000.0
Radiology typing,1,325000.0
Radius,1,1600000.0
Rails,1,900000.0
Rancher Kubernetes,1,0.0
Rap,5,0.0
Rapid,11,0.0
Rapid 7,1,0.0
Rate Analysis,4,275000.0
Rate Negotiation,2,225000.0
Raw Material,9,250000.0
Raw Material Inspection,3,0.0
Raw Material Planning & Procurement Support,1,700000.0
Raw Material Procurement,3,330000.0
Raw Materials Management,1,0.0
Raw Materials Planner,1,0.0
Rbi Inspection,1,0.0
Rcu,4,362500.0
Rdd,1,1500000.0
React,6,0.0
React Development,1,1350000.0
React JC,1,0.0
React JS,3,0.0
React Js,2,625000.0
React Js Library,1,1500000.0
React Native,21,0.0
React Native Apps,1,1000000.0
React Workflows,1,2500000.0
React js,1,400000.0
React native,4,300000.0
React native bare workflow,1,0.0
React.Js,58,0.0
React.js,2,0.0
ReactJS,2,1750000.0
Reactive Programming,2,650000.0
Reactjs,3,0.0
Reactors,2,212500.0
Reacts Js,28,1350000.0
Ready Mix Concrete,5,700000.0
Real Estate,39,550000.0
Real Estate / Land Deals,1,0.0
Real Estate Construction,10,237500.0
Real Estate Documentation,1,275000.0
Real Estate Fund,1,1050000.0
Real Estate Laws,6,343750.0
Real Estate Management,1,2750000.0
Real Estate Marketing,16,245000.0
Real Estate Portfolio management,1,0.0
Real Estate Sales,100,400000.0
Real Estate Underwriting,1,0.0
Real Page,1,0.0
Real Time Analysis,3,250000.0
Real Time Analyst,1,0.0
Real estate construction,1,0.0
Real estate projects,1,0.0
Real estate sales,1,0.0
Real time analyst,1,400000.0
Real-time monitoring,1,0.0
Rebar Modeler,1,0.0
Rebate Management,1,1700000.0
Receivable,3,0.0
Receivables,2,900000.0
Receiving,1,275000.0
Reception,7,237500.0
Receptionist,7,275000.0
Receptionist (Female),1,0.0
Receptionist Activities,54,200000.0
Reconciliation,7,175000.0
Record Keeping,9,0.0
Record Keeping & Reporting,1,0.0
Record Maintenance,1,325000.0
Record To Report,23,0.0
Record to Report,3,700000.0
Record to Report Jobs,1,425000.0
Recovery,3,325000.0
Recruiter,4,87500.0
Recruiter Jobs Bangalore,1,312500.0
Recruiters with mandatory Pharma US Staffing experience to handle end-to-end hiring across R&D,1,450000.0
Recruiting,2,286250.0
Recruitment,199,162500.0
Recruitment Executive,1,0.0
Recruitment Life Cycle,2,312500.0
Recruitment Management,6,126000.0
Recruitment Manager,1,950000.0
Recruitment Marketing,2,0.0
Recruitment Operations,6,525000.0
Recruitment Staffing,1,0.0
Recruitment Stalling,1,0.0
Recruitment Strategy & Execution,1,200000.0
Recs Premium,1,0.0
Red Hat OpenStack,1,3750000.0
Red Hat ecosystem,1,3375000.0
Red Team,1,0.0
Red Teaming,1,900000.0
RedHat,1,0.0
RedHat Core OS,1,0.0
Redhat,3,0.0
Redhat Linux,2,0.0
Redhat Openshift,4,2125000.0
Redhat Openstack,1,0.0
Redis,1,0.0
Redux,23,0.0
Redux Toolkit,1,0.0
Ref Cursor,1,0.0
Reference Data,1,450000.0
Referral Sales,1,360000.0
Refinery,1,500000.0
Refining,1,0.0
Refraction,3,262500.0
Refractory,2,2150000.0
Refrigeration,1,0.0
Refrigeration Plant,1,350000.0
Refunds,2,337500.0
Regional  Marketing,1,390000.0
Regional Operations Manager,1,0.0
Regional Sales,6,1100000.0
Regional Sales Head,1,87500.0
Regional sales,3,0.0
Registered Nurse,1,400000.0
Registered Pharmacist,2,231250.0
Registrar,4,1350000.0
Registration,1,0.0
Regression Testing,8,193750.0
Regulations,1,2000000.0
Regulatory,2,300000.0
Regulatory Affairs,21,0.0
Regulatory Audits,1,0.0
Regulatory Compliance,6,0.0
Regulatory Frameworks,2,1500000.0
Regulatory Guidelines,3,275000.0
Regulatory Reporting,5,0.0
Regulatory Strategy,1,0.0
Reinforcement,2,0.0
Reinforcement Learning,1,1600000.0
Reinsurance,10,0.0
Reinsurance Accounting,1,700000.0
Reinsurance Operations,1,1075000.0
Rejection,2,362500.0
Relationship Building,4,105000.0
Relationship Development,1,210000.0
Relationship Executive,1,0.0
Relationship Management,29,0.0
Relationship Management for Assets products,6,537500.0
Relationship Manager,2,0.0
Relationship Manager Sales,1,0.0
Relationship Mngr,1,662500.0
Relationship Officer,2,450000.0
Relationship building and client management,2,325000.0
Relationship management,388,0.0
Relationship manager,3,500000.0
Relationship marketing,1,0.0
Relay Logic,1,1300000.0
Relay Testing,1,660000.0
Release Management,1,0.0
Release Planning,1,1500000.0
Release engineering,1,0.0
Reliability Engineering,2,0.0
Reltio,1,0.0
Reltio Integration Hub,1,0.0
Remarketing,2,362500.0
Remedy Developer,1,2000000.0
Remittance Processing,15,312500.0
Remote,6,205000.0
Remote - Full Time,1,0.0
Remote Monitoring System,1,0.0
Rendering,3,375000.0
Renewable Energy,1,0.0
Renewable Energy BD Manager,1,2125000.0
Renewable Energy Projects,2,1100000.0
Renewable energy,5,0.0
Renewal Insurance,1,237500.0
Renewals,6,246250.0
Repair,1,237500.0
Repair And Maintenance,4,201500.0
Repair Engineering,1,337500.0
Replenishment,1,900000.0
Replication,1,1500000.0
Report Generation,2,137500.0
Report Preparation,2,93000.0
Report generation,7,0.0
Report writing,1,0.0
Reporting,1,0.0
Reporting & Coordination,1,387500.0
Reporting & Dashboarding,1,0.0
Reporting And Analysis,1,525000.0
Reports And Dashboards,4,162500.0
Required HR skills include strong communication,1,550000.0
Requirement E&I Engineer in Bathinda,1,0.0
Requirement E&I Engineer in Mumbai,1,0.0
Requirement Epeditor ( Mech ) in Mumbai,1,0.0
Requirement Execution Engineer in Mundra,1,0.0
Requirement FQ Engineer in Bangalore,1,0.0
Requirement FQ Engineer-Mech in Ahmedabad,1,0.0
Requirement Gathering,6,375000.0
Requirement Lab Technician in Ahmedabad,1,0.0
Requirement Planning Engineer in Ahmedabad,1,0.0
Requirement Planning Engineer in Jamnagar,1,0.0
Requirement Project Manager in Chennai,1,0.0
Requirement Quality Engineer in Ahmedabad,1,0.0
Requirement Site Project Manager in Pune,1,0.0
Requirement Sr. Project Engineer Planning in Ahmedabad,1,0.0
Requirement Technician in JAISALMER,1,0.0
Requirement Technician in Surendranagar,1,0.0
Requirement Welding Engineer in Pune,1,0.0
Requirement gathering,2,212500.0
Requirements : Safety Engineer in Surat - Gujarat,1,0.0
Requirements Credit Controller in Mumbai,1,0.0
Requirements Management,1,750000.0
Rera,2,250000.0
Research,4,0.0
Research & Development,2,0.0
Research & Development Executive,1,212500.0
Research Analysis,4,118750.0
Research Analyst,1,0.0
Research And Development,14,281250.0
Research Skills,1,0.0
Research and Development,1,0.0
Research and development,1,1700000.0
Research global fashion trends,1,300000.0
Researcher,1,0.0
Reservation,4,175000.0
Reservations,1,0.0
Reservations Executive,1,0.0
Residential,11,0.0
Residential Buildings,1,400000.0
Residential Leasing,1,900000.0
Residential Projects,2,1075000.0
Residential Sales,3,1150000.0
Residential sales,1,0.0
Residential school,1,450000.0
Resiliency Testing,1,1400000.0
Resin,2,300000.0
Resolve client issues efficiently while maintaining a high level of customer satisfaction,1,250000.0
Resource,1,0.0
Resource Allocation,2,2165000.0
Resource Optimization,1,0.0
Resource Planning,5,900000.0
Resource Source Code Review,1,0.0
Resource coordination,1,0.0
Resource utilization,2,0.0
Respiratory,1,0.0
Responsible Ai,1,1150000.0
Responsible for end to end lead for driving Safety Projects,1,0.0
Responsible for handing import and Export shipments,1,0.0
Responsible for income and foreign currency throughput target set for the trade forex products for the respective branches/business,1,975000.0
Rest,11,0.0
Rest API,1,0.0
Rest Api Design,4,1000000.0
Rest Api Development,4,1550000.0
Rest Api Integration,12,75000.0
Rest Api Testing,2,0.0
Rest Assured,7,0.0
Rest Assured Framework,4,0.0
Rest Web Api,2,500000.0
RestAPI,2,0.0
RestSharp,1,0.0
Restaurant,6,253750.0
Restaurant Management,6,200000.0
Restaurant Manager,1,0.0
Restfui Web Services,1,0.0
Restful Api,2,250000.0
Restfull Api,6,685000.0
Restoration,1,0.0
Result Oriented,1,800000.0
Resume Sourcing,1,0.0
Resume Writing,1,262500.0
Retail,235,0.0
Retail Banking,16,381250.0
Retail Branch Banking,6,1150000.0
Retail Business,1,2050000.0
Retail Category Manager,2,700000.0
Retail Channel Sales,1,0.0
Retail Department Manager,2,475000.0
Retail Design,1,800000.0
Retail Executive,1,375000.0
Retail HR Head,2,800000.0
Retail Hiring Manager,1,900000.0
Retail Hr,1,420000.0
Retail Jewellery Sales,1,337500.0
Retail Leasing,2,750000.0
Retail Lending,1,1900000.0
Retail Liabilities,4,1675000.0
Retail Management,2,2025000.0
Retail Marketing,2,550000.0
Retail Merchandising,7,237500.0
Retail Operations,3,0.0
Retail Pharmacy,2,150000.0
Retail Sales,102,275000.0
Retail Sales Executive,2,0.0
Retail Service Operations,1,0.0
Retail Store Management,1,1750000.0
Retail Store Manager,3,0.0
Retail Store Operations,16,475000.0
Retail Trainer,1,775000.0
Retail Training,1,0.0
Retail asset operations,1,0.0
Retail leasing,1,0.0
Retail management,1,0.0
Retail recruitment,1,600000.0
Retailing,1,375000.0
Retails,1,0.0
Retention,3,400000.0
Retention Management,1,300000.0
Retina,2,2856250.0
Retina Surgeon,7,3750000.0
Return Filing,1,1000000.0
Revenue Analysis,1,400000.0
Revenue Cloud Solution,1,0.0
Revenue Collection,1,0.0
Revenue Cycle Management,45,250000.0
Revenue Forecasting,1,0.0
Revenue Generation,8,403000.0
Revenue Growth,3,0.0
Revenue Management,4,0.0
Revenue Operations,1,0.0
Revenue Reporting,1,0.0
Revenue generation,1,0.0
Revenue recognition,1,0.0
Reverse Logistics,1,0.0
Review EOB/ERA,1,650000.0
Review and edit medical histories of patients taken in preparation for medical-legal evaluations across various specialties. Ensure error-free,1,375000.0
Revit MEP,2,0.0
Revival 365,1,87500.0
Rework,3,0.0
Rfq Management,1,0.0
Rheumatology,1,0.0
Rhino,5,450000.0
Rhino Designer,1,0.0
Rice Components,2,600000.0
Ricoh,1,1050000.0
Rider hiring,2,150000.0
Risk,1,0.0
Risk Advisory,1,0.0
Risk Analysis,1,350000.0
Risk Analytics,4,0.0
Risk Assess,1,0.0
Risk Assessment,5,1800000.0
Risk Based Internal Audit,1,0.0
Risk Consulting,3,0.0
Risk Control,1,0.0
Risk Governance,1,0.0
Risk Management,2,2375000.0
Risk Management & Business Advisory capability,1,575000.0
Risk Management System,1,0.0
Risk Mitigation Strategies,1,1450000.0
Risk Monitoring,1,0.0
Risk assessment,1,0.0
River Rejuvenation,1,0.0
Rmo,1,775000.0
Rnd,1,1850000.0
Road Construction,4,175000.0
Road Shows,1,0.0
Road side assistance,1,975000.0
Roadmap,1,650000.0
Robot Automation Framework,1,500000.0
Robot Framework,4,875000.0
Robot Programming,3,400000.0
Robot programming,1,0.0
Robotic Automation,1,175000.0
